ID,LIMIT_BAL,MARITAL,EDUCATION,SEX,AGE,DELAY1,DELAY2,BILLING1,BILLING2,PAYMENT1,PAYMENT2,TARGET
6588,50000,Single,HighSch,Female,46,0,0,1389,722,722,179,0
6589,210000,Single,HighSch,Female,40,0,2,970,2273,1303,3,0
6590,130000,Single,Other,Female,46,0,0,106852,107599,4000,4030,0
6591,470000,Married,GradSch,Male,47,1,0,0,0,0,0,0
6592,2.00E+05,Married,HighSch,Female,44,0,0,2257,4261,4266,1667,0
6593,1.00E+05,Single,HighSch,Female,48,0,0,10672,11025,2355,0,0
6594,1.00E+05,Married,HighSch,Female,40,2,0,94796,51713,2624,1000,0
6595,70000,Single,HighSch,Female,40,0,0,40048,40783,1700,4100,0
6596,30000,Married,Univ,Female,43,0,2,4994,886,0,1000,0
6597,70000,Single,GradSch,Female,48,0,0,4664,5680,1100,1123,0
6598,190000,Single,Univ,Female,44,0,0,187972,188542,8197,8400,0
6599,70000,Single,HighSch,Female,47,0,0,47310,51047,4500,1813,0
6600,30000,Single,Univ,Female,45,1,2,26568,27456,1600,1200,0
6601,50000,Single,HighSch,Male,46,0,0,49386,49487,2000,2500,0
6602,5.00E+05,Single,HighSch,Male,47,1,0,-218,466,1000,1267,0
6603,350000,Married,GradSch,Female,48,0,2,14103,5397,0,54554,0
6604,420000,Single,Univ,Female,42,0,0,211688,205003,7300,8839,0
6605,2.00E+05,Single,HighSch,Male,47,0,0,45841,37221,4000,7000,0
6606,20000,Married,Univ,Male,50,0,2,1480,390,0,780,0
6607,310000,Married,HighSch,Male,41,0,0,0,0,0,0,0
6608,30000,Single,Univ,Male,40,0,0,22583,25067,3026,0,0
6609,80000,Married,GradSch,Female,44,0,0,3377,3377,3377,3476,0
6610,50000,Single,Univ,Male,44,0,0,25925,0,0,0,0
6611,1.00E+05,Married,GradSch,Male,52,2,0,77617,80324,4000,7000,0
6612,50000,Married,GradSch,Female,41,2,2,45557,46732,2200,1100,0
6613,20000,Married,GradSch,Male,42,0,0,19794,19519,1304,2900,0
6614,360000,Single,HighSch,Female,46,0,0,1041,5792,5821,1367,0
6615,130000,Single,HighSch,Female,45,0,0,4459,13453,13485,3656,0
6616,130000,Single,HighSch,Female,43,0,0,0,0,0,0,0
6617,70000,Married,Univ,Female,45,0,0,68445,67371,3001,3052,0
6618,2.00E+05,Other,Univ,Male,38,0,0,106576,107178,3864,14269,0
6619,310000,Single,HighSch,Male,50,0,0,313268,278821,10010,11500,0
6620,20000,Single,HighSch,Female,50,0,0,1207,0,0,174,0
6621,310000,Married,HighSch,Female,45,0,0,5202,6495,3000,1000,0
6622,80000,Single,Univ,Male,46,0,0,38220,33962,3000,1000,0
6623,380000,Married,HighSch,Male,51,0,0,53369,73954,30307,5044,0
6624,20000,Married,GradSch,Female,47,0,0,16208,16942,1300,1600,0
6625,110000,Married,GradSch,Female,46,1,0,0,0,0,1000,0
6626,360000,Single,HighSch,Male,42,1,0,-4316,60054,65000,188000,0
6627,140000,Single,Univ,Female,41,0,0,140881,136889,8140,8000,0
6628,240000,Single,HighSch,Female,47,0,0,330,3152,3152,5416,0
6629,160000,Married,HighSch,Female,45,0,0,3189,3203,3248,3421,0
6630,190000,Married,Other,Female,34,0,0,146034,142003,5704,4305,0
6631,50000,Single,Univ,Female,42,0,0,48492,48356,1600,1715,0
6632,3.00E+05,Single,HighSch,Female,45,0,0,0,0,0,0,0
6633,20000,Single,HighSch,Female,44,1,3,16180,16635,1000,0,0
6634,80000,Married,GradSch,Female,45,0,0,61267,61300,2179,2226,0
6635,120000,Single,HighSch,Female,46,0,0,80975,82069,4000,3061,0
6636,70000,Married,GradSch,Male,48,0,0,65824,51634,3067,3000,0
6637,330000,Married,Univ,Female,44,1,0,0,0,0,0,0
6638,2.00E+05,Single,HighSch,Female,46,0,0,165,145,145,0,0
6639,340000,Married,HighSch,Female,45,0,0,221587,216472,8409,8500,0
6640,350000,Married,HighSch,Male,53,0,0,15193,19734,5197,3000,0
6641,1.00E+05,Single,HighSch,Female,47,1,2,9311,5107,0,1647,0
6642,180000,Single,GradSch,Male,38,0,0,129719,133702,6070,3521,0
6643,480000,Married,Univ,Female,50,0,0,227221,243942,51000,10000,0
6644,80000,Single,GradSch,Female,43,0,0,11460,455,455,10843,0
6645,140000,Married,Univ,Female,43,0,0,136650,137562,5420,6500,0
6646,360000,Married,HighSch,Female,42,0,0,1517,2742,2749,2322,0
6647,290000,Single,Univ,Male,45,0,0,98861,89638,3221,3104,0
6648,30000,Married,Univ,Female,45,0,0,23309,24610,2000,2500,0
6649,50000,Single,Univ,Female,46,1,2,11966,12967,1500,1500,0
6650,1.00E+05,Single,Univ,Female,39,0,0,390,0,0,780,0
6651,250000,Single,Univ,Female,48,0,0,46948,46351,2500,10000,0
6652,50000,Married,Univ,Male,49,0,0,24249,25952,2100,5000,0
6653,70000,Married,Univ,Female,52,0,0,9319,3652,3652,2284,0
6654,5.00E+05,Single,GradSch,Male,45,0,0,9001,1687,1702,1422,0
6655,50000,Married,GradSch,Female,50,0,0,49080,49240,2228,2000,0
6656,340000,Married,Univ,Female,46,0,0,1632,3121,2027,39774,0
6657,220000,Married,Univ,Male,48,0,0,15746,17537,16780,14469,0
6658,170000,Married,Univ,Male,46,1,0,-8,-8,0,2706,0
6659,1.00E+05,Single,HighSch,Female,44,0,0,11801,12905,1600,2000,0
6660,80000,Married,Univ,Female,44,0,0,77857,80002,4000,4000,0
6661,430000,Single,HighSch,Female,44,0,0,180,1654,1662,15783,0
6662,280000,Single,Univ,Female,42,0,0,82742,153791,10077,27785,0
6663,220000,Single,Univ,Female,46,0,0,1534,3524,3524,2130,0
6664,50000,Single,Univ,Female,45,0,0,47608,48933,2118,3600,0
6665,190000,Single,Univ,Female,49,0,0,125739,126184,6000,6000,0
6666,50000,Single,GradSch,Male,43,0,0,50693,50019,1747,1515,0
6667,80000,Single,Univ,Male,47,0,0,48329,45920,5004,5013,0
6668,450000,Single,HighSch,Male,47,0,0,12712,1830,1830,1188,0
6669,30000,Single,Other,Male,48,0,0,30000,-720,0,0,0
6670,30000,Married,Univ,Male,45,0,0,28628,29160,2003,2400,0
6671,170000,Married,HighSch,Male,48,0,0,171841,171014,7540,7540,0
6672,150000,Single,Univ,Male,47,0,0,111880,106841,4000,3700,0
6673,110000,Single,HighSch,Female,47,0,0,78793,79182,3400,4000,0
6674,240000,Single,HighSch,Female,46,0,0,25700,28677,5009,2000,0
6675,60000,Single,Univ,Male,47,0,0,38815,40171,2023,1491,0
6676,210000,Single,Univ,Female,46,0,0,461,6472,13966,80000,0
6677,240000,Single,HighSch,Female,47,0,0,3816,3816,3816,3816,0
6678,160000,Married,HighSch,Male,40,0,0,53935,57997,5000,0,0
6679,230000,Married,HighSch,Female,44,1,2,6168,5951,0,3000,0
6680,5.00E+05,Married,GradSch,Male,44,0,0,18033,8783,8783,13357,0
6681,320000,Single,HighSch,Female,44,0,0,18506,12237,1062,1116,0
6682,5.00E+05,Single,HighSch,Female,46,0,0,249,2655,2655,249,0
6683,30000,Single,HighSch,Female,48,1,2,29628,30453,1600,1000,0
6684,50000,Single,Univ,Female,40,2,0,47510,32952,1744,1537,0
6685,1.00E+05,Married,HighSch,Male,45,1,2,3515,2975,10,3141,0
6686,90000,Married,GradSch,Female,39,0,0,91123,90056,3614,3223,0
6687,60000,Single,HighSch,Female,43,1,2,21501,20650,0,0,0
6688,80000,Married,Univ,Female,43,1,2,73181,71452,0,3000,0
6689,360000,Married,Univ,Male,45,0,0,28595,0,0,2500,0
6690,70000,Married,Univ,Female,48,0,0,66759,68200,2518,5950,0
6691,80000,Married,Univ,Female,44,0,0,29249,28795,1800,1550,0
6692,50000,Single,HighSch,Male,46,0,0,50459,36307,1600,3071,0
6693,50000,Single,Univ,Male,47,0,0,47691,48738,3304,2300,0
6694,460000,Married,Univ,Female,43,0,0,128302,59254,2371,2008,0
6695,170000,Single,Univ,Male,45,0,0,7228,6238,1200,2367,0
6696,340000,Married,HighSch,Female,41,0,0,11806,13535,10000,6000,0
6697,1.00E+05,Married,Univ,Female,41,0,0,90483,91893,3315,3664,0
6698,480000,Married,GradSch,Female,48,0,0,14867,26665,26734,199982,0
6699,280000,Married,HighSch,Male,41,0,0,-6,-6,0,1351,0
6700,280000,Married,HighSch,Female,46,2,0,47,97767,99007,5000,0
6701,3.00E+05,Single,HighSch,Male,43,0,0,30749,50185,20000,3342,0
6702,80000,Single,HighSch,Male,41,0,0,37642,39947,4000,5000,0
6703,180000,Married,Univ,Female,43,0,0,176424,164745,5896,6117,0
6704,420000,Married,HighSch,Female,45,2,0,8117,20837,20837,1118,0
6705,5.00E+05,Married,HighSch,Female,43,0,0,30376,32715,15000,30007,0
6706,60000,Married,Univ,Female,45,0,0,57262,27275,5816,1000,0
6707,80000,Single,Univ,Male,51,0,0,60315,61650,2850,0,0
6708,60000,Single,HighSch,Female,47,0,0,23304,20517,3000,3000,0
6709,150000,Single,Univ,Female,46,0,0,63150,68125,6000,0,0
6710,80000,Single,Univ,Female,41,1,0,0,0,0,0,0
6711,130000,Married,Univ,Female,41,0,0,79277,63767,3500,3022,0
6712,130000,Single,HighSch,Female,43,0,0,19486,52960,35000,10048,0
6713,1.00E+05,Single,HighSch,Male,43,0,0,87580,84140,3300,3881,0
6714,160000,Single,Univ,Female,43,0,0,71900,0,0,0,0
6715,30000,Single,HighSch,Female,42,0,0,27013,26590,1470,1889,0
6716,280000,Married,HighSch,Male,46,0,0,28026,41302,41346,52110,0
6717,90000,Single,Univ,Female,49,0,0,30646,29919,1500,1509,0
6718,320000,Married,HighSch,Male,44,0,0,1834,556,556,1622,0
6719,80000,Married,Univ,Female,40,0,0,390,390,390,390,0
6720,240000,Married,HighSch,Male,43,0,0,18079,6315,6315,37046,0
6721,230000,Married,Univ,Male,50,0,0,326,326,326,326,0
6722,130000,Single,Univ,Female,46,0,0,-169,3464,4739,22271,0
6723,110000,Married,Univ,Female,50,0,0,60101,61589,2505,2500,0
6724,140000,Married,HighSch,Female,45,0,0,56764,57950,2115,2004,0
6725,150000,Single,Univ,Male,44,0,0,140662,144334,6000,6000,0
6726,5.00E+05,Married,HighSch,Male,45,0,0,407331,403816,15043,14000,0
6727,110000,Single,HighSch,Male,51,0,0,87487,90120,5000,5000,0
6728,160000,Married,Univ,Female,47,0,0,390,390,390,1560,0
6729,140000,Single,HighSch,Female,45,0,0,1825,0,0,1264,0
6730,360000,Single,HighSch,Female,54,0,0,1365,2703,3000,1000,0
6731,360000,Single,HighSch,Female,42,0,0,3377,37305,37500,5749,0
6732,310000,Single,Univ,Female,46,0,0,-2123,246407,260000,10000,0
6733,230000,Single,Univ,Male,37,0,0,27178,0,0,856,0
6734,10000,Single,Univ,Female,44,0,0,6969,7992,1300,1400,0
6735,80000,Married,Univ,Female,38,0,2,4166,3908,0,0,0
6736,1.00E+05,Single,HighSch,Female,44,0,0,30092,30486,1553,5000,0
6737,450000,Married,Univ,Male,48,0,0,18659,388,389,483,0
6738,150000,Single,HighSch,Female,45,0,0,101569,103688,3756,5350,0
6739,1.00E+05,Married,Univ,Female,48,0,0,95160,94327,2000,0,0
6740,320000,Single,HighSch,Female,45,0,0,-347,-347,0,0,0
6741,330000,Married,GradSch,Male,41,0,0,217148,218414,7849,7919,0
6742,160000,Single,GradSch,Female,46,0,0,408,99,99,99,0
6743,260000,Other,Univ,Female,46,0,0,8000,8000,8000,8000,0
6744,350000,Married,GradSch,Male,49,0,0,188,188,188,187,0
6745,180000,Married,Univ,Male,41,1,0,0,0,0,0,0
6746,180000,Single,Univ,Female,44,1,2,17207,16647,0,1590,0
6747,20000,Single,Univ,Male,46,0,0,15121,15424,1700,1488,0
6748,110000,Single,HighSch,Female,48,0,0,53152,45002,1725,1774,0
6749,210000,Married,Univ,Female,46,0,0,206409,198390,8546,7542,0
6750,20000,Single,Univ,Female,40,0,0,15717,16724,1276,1603,0
6751,410000,Married,Univ,Female,47,0,0,6917,7548,1130,2000,0
6752,120000,Single,Univ,Female,40,2,2,38757,41302,4300,0,0
6753,50000,Married,GradSch,Male,44,2,0,18275,18494,1509,2003,0
6754,50000,Married,Univ,Female,52,0,0,3477,1909,1909,1726,0
6755,130000,Single,Univ,Male,44,0,0,119513,121776,6000,4500,0
6756,70000,Single,HighSch,Female,46,0,0,31680,28410,2000,2000,0
6757,30000,Married,Univ,Male,49,0,0,7797,2687,2687,8765,0
6758,30000,Single,Univ,Male,45,0,0,21617,24133,3200,1800,0
6759,10000,Single,GradSch,Male,41,1,0,0,7492,7492,1224,0
6760,430000,Married,Univ,Male,44,0,0,18517,23565,23565,34028,0
6761,150000,Single,GradSch,Male,45,0,0,85993,81682,2922,3100,0
6762,230000,Married,HighSch,Female,48,0,0,711,-1,0,0,0
6763,120000,Single,HighSch,Female,45,0,0,67519,110908,3000,2100,0
6764,240000,Single,Univ,Male,44,1,0,0,0,0,0,0
6765,2.00E+05,Single,GradSch,Male,45,0,0,396,396,396,396,0
6766,210000,Single,HighSch,Male,43,1,0,0,0,0,0,0
6767,380000,Single,HighSch,Male,45,0,0,24469,30689,30690,10007,0
6768,150000,Married,Univ,Female,41,0,0,1650,0,0,0,0
6769,160000,Single,Univ,Female,41,0,0,2248,-2,0,4905,0
6770,110000,Single,GradSch,Female,46,0,0,45846,47104,2000,2000,0
6771,120000,Single,HighSch,Male,45,0,0,291,291,291,291,0
6772,50000,Married,GradSch,Male,44,2,2,19056,18586,1000,1000,0
6773,60000,Single,GradSch,Male,41,0,0,4262,11674,7662,1269,0
6774,90000,Single,Univ,Female,45,0,0,11989,18746,7000,1326,0
6775,30000,Married,GradSch,Female,42,0,0,28884,25277,2091,1600,0
6776,3.00E+05,Single,Univ,Female,46,0,0,114690,117682,4682,4777,0
6777,3.00E+05,Married,Univ,Male,49,1,2,250121,221336,10236,7063,0
6778,180000,Single,HighSch,Female,40,0,0,100,100,100,100,0
6779,20000,Married,GradSch,Male,38,0,0,17224,16533,1267,1291,0
6780,1.00E+05,Single,Univ,Female,47,0,0,82323,45756,1000,9187,0
6781,330000,Married,HighSch,Female,45,1,0,0,0,0,0,0
6782,110000,Married,Univ,Male,43,0,0,51395,51803,1855,1921,0
6783,260000,Married,Univ,Female,43,0,0,238896,244419,11000,11065,0
6784,210000,Single,HighSch,Female,44,0,0,27042,0,0,188,0
6785,20000,Single,Univ,Female,35,4,3,21750,21127,0,0,0
6786,2.00E+05,Single,Univ,Female,42,0,0,195520,195884,7080,8000,0
6787,30000,Single,GradSch,Male,46,0,0,1211,-50,0,0,0
6788,220000,Married,Univ,Female,43,0,0,109815,91363,3634,3566,0
6789,90000,Single,Univ,Male,51,0,0,17621,18718,1700,1700,0
6790,80000,Single,Univ,Male,45,0,0,78129,28202,2500,51432,0
6791,10000,Single,Univ,Male,40,1,0,0,0,0,0,0
6792,30000,Married,GradSch,Female,46,0,0,3860,780,780,27557,0
6793,80000,Single,HighSch,Female,51,0,0,4301,0,0,0,0
6794,130000,Married,Univ,Female,45,1,0,0,0,0,0,0
6795,30000,Single,HighSch,Female,45,2,0,23575,24584,1400,1700,0
6796,20000,Single,Univ,Male,48,0,0,19666,20076,20700,2000,0
6797,80000,Married,Univ,Male,46,0,0,145905,147860,5107,3269,0
6798,310000,Single,HighSch,Female,49,0,0,1000,304,152,1868,0
6799,220000,Single,HighSch,Female,39,0,0,26340,31523,31533,20600,0
6800,80000,Married,GradSch,Female,43,0,0,7111,12774,6500,5000,0
6801,210000,Married,Univ,Female,46,0,0,86792,88106,3319,3892,0
6802,140000,Single,HighSch,Male,47,0,0,9556,6434,3000,0,0
6803,240000,Married,Univ,Female,47,0,0,233438,240715,11250,10950,0
6804,240000,Married,HighSch,Male,45,0,0,228,23282,23295,49000,0
6805,60000,Single,Univ,Female,47,0,0,50791,49748,1832,2500,0
6806,260000,Married,Univ,Female,48,0,0,66433,67134,2400,2496,0
6807,2.00E+05,Single,HighSch,Female,41,0,0,52935,51971,2500,2200,0
6808,5.00E+05,Single,HighSch,Female,41,0,0,73798,74781,4794,5560,0
6809,3.00E+05,Married,Univ,Female,46,0,0,23436,22055,1350,2008,0
6810,130000,Single,HighSch,Female,44,0,0,1088,1521,1521,6044,0
6811,280000,Single,Univ,Female,52,0,0,94451,96041,4000,4033,0
6812,150000,Married,GradSch,Female,43,0,0,8902,9231,1200,1300,0
6813,20000,Single,HighSch,Female,52,0,0,17229,17591,1300,2180,0
6814,230000,Married,GradSch,Female,48,0,0,15160,14513,1500,3000,0
6815,90000,Single,Univ,Female,42,0,0,18525,14242,10105,16776,0
6816,80000,Married,Univ,Female,45,0,0,58784,55209,1970,2300,0
6817,10000,Single,HighSch,Female,46,0,0,6709,7895,1300,1146,0
6818,5.00E+05,Married,Univ,Female,42,0,0,26102,33012,33009,50018,0
6819,50000,Married,Univ,Male,40,0,0,15090,16421,1577,1300,0
6820,150000,Single,GradSch,Female,45,0,0,2934,2843,2843,1445,0
6821,140000,Married,HighSch,Female,44,0,0,2300,483,483,487,0
6822,170000,Single,HighSch,Male,48,0,2,14479,27045,70,19136,0
6823,130000,Single,Univ,Male,45,0,0,7100,4007,1100,1000,0
6824,230000,Married,GradSch,Male,43,0,0,6901,0,0,188,0
6825,10000,Single,Univ,Female,44,0,0,9150,9206,1185,1030,0
6826,50000,Married,GradSch,Male,47,0,0,43469,44462,2015,2063,0
6827,20000,Single,HighSch,Female,49,0,0,5275,5487,2778,0,0
6828,2.00E+05,Single,HighSch,Female,50,0,0,2277,16002,16021,1005,0
6829,290000,Single,HighSch,Male,43,0,0,22681,25980,20246,10460,0
6830,3.00E+05,Married,Other,Male,52,0,0,289299,297003,15000,13274,0
6831,70000,Single,Univ,Female,42,0,0,23790,23880,1425,1388,0
6832,10000,Married,Univ,Male,46,2,0,2918,4204,1500,1700,0
6833,250000,Married,HighSch,Male,40,0,0,396,396,396,396,0
6834,140000,Married,HighSch,Male,49,0,0,127496,128675,5000,5041,0
6835,80000,Single,Univ,Female,40,0,0,3072,2856,2856,0,0
6836,320000,Married,HighSch,Female,43,0,0,2799,7932,7329,0,0
6837,2.00E+05,Single,Univ,Male,43,0,0,326,326,326,326,0
6838,70000,Married,Univ,Female,45,1,2,7204,5326,0,5954,0
6839,380000,Married,Univ,Female,43,0,0,13415,14381,1204,1300,0
6840,330000,Married,Univ,Male,45,2,2,60804,65779,6000,2400,0
6841,260000,Married,Univ,Female,47,0,0,200581,196761,7651,1765,0
6842,340000,Married,GradSch,Female,49,0,0,194380,183139,7000,9000,0
6843,260000,Single,HighSch,Female,39,0,0,6818,8040,1340,4036,0
6844,160000,Single,Univ,Female,42,0,0,149,1100,1100,240,0
6845,20000,Single,HighSch,Female,44,0,0,11391,16180,5000,1000,0
6846,330000,Single,HighSch,Male,44,0,0,0,0,0,0,0
6847,280000,Married,HighSch,Male,44,0,0,503,694,694,695,0
6848,20000,Married,GradSch,Male,42,0,0,6620,7114,2151,3600,0
6849,20000,Single,Univ,Male,41,0,0,19656,30177,1300,2600,0
6850,370000,Single,GradSch,Female,47,0,0,2804,1674,1674,42921,0
6851,30000,Single,HighSch,Male,46,0,0,5857,20190,18794,0,0
6852,50000,Single,Univ,Male,49,0,0,10498,8238,1345,1000,0
6853,260000,Married,Univ,Female,47,0,0,104717,102159,5300,3500,0
6854,240000,Married,Univ,Female,47,0,0,626,1921,1921,19000,0
6855,230000,Single,Univ,Female,46,0,0,23758,0,0,0,0
6856,280000,Single,Univ,Male,40,0,0,22821,23169,1118,82267,0
6857,250000,Married,HighSch,Female,49,0,0,43098,10606,10615,49825,0
6858,2.00E+05,Single,HighSch,Female,43,0,0,8172,20004,20003,9189,0
6859,50000,Single,Univ,Female,46,0,0,162865,167086,5000,3703,0
6860,210000,Married,HighSch,Male,46,0,0,81582,82768,4000,1584,0
6861,50000,Single,HighSch,Female,39,0,0,44641,45769,1870,2500,0
6862,20000,Married,Univ,Male,42,0,0,17020,13161,1000,3851,0
6863,20000,Married,Univ,Female,47,0,0,19961,16437,1500,2579,0
6864,10000,Single,Univ,Male,47,0,0,6933,9301,2500,0,0
6865,2.00E+05,Married,Univ,Female,46,1,2,35706,34064,1500,2547,0
6866,50000,Other,Univ,Male,41,0,0,34664,17242,1500,1500,0
6867,2.00E+05,Single,Univ,Female,47,1,2,226365,214261,0,8000,0
6868,210000,Married,HighSch,Female,45,0,0,262,738,738,0,0
6869,130000,Married,HighSch,Female,38,0,0,9255,10264,1204,1000,0
6870,270000,Married,HighSch,Male,48,0,0,9211,8913,9012,3286,0
6871,130000,Single,GradSch,Male,43,0,0,132703,132258,5000,6900,0
6872,50000,Married,Univ,Male,48,0,0,38111,37934,2966,1000,0
6873,50000,Single,GradSch,Male,44,0,0,52855,49123,2206,1605,0
6874,2.00E+05,Married,HighSch,Female,42,0,0,65520,0,0,0,0
6875,360000,Married,Univ,Female,39,0,0,30198,58332,30000,10043,0
6876,50000,Single,Univ,Female,43,1,0,0,0,0,0,0
6877,3.00E+05,Married,HighSch,Female,47,0,0,21953,32905,32905,14458,0
6878,50000,Married,GradSch,Female,40,0,0,48169,48163,2400,2500,0
6879,50000,Single,Univ,Male,43,0,0,999,593,594,0,0
6880,150000,Married,HighSch,Female,37,0,0,1736,0,0,0,0
6881,330000,Single,HighSch,Female,45,0,0,32316,33705,2000,2000,0
6882,5.00E+05,Single,Univ,Male,42,0,0,24677,28287,7013,8071,0
6883,80000,Single,Univ,Female,44,0,0,26855,28789,2386,2998,0
6884,250000,Married,GradSch,Male,46,0,0,1976,3314,3318,0,0
6885,210000,Married,Univ,Female,50,0,0,13340,42862,42000,9600,0
6886,220000,Single,HighSch,Female,46,0,0,51908,53087,2017,1965,0
6887,1.00E+05,Married,HighSch,Female,46,2,2,1526,0,0,0,0
6888,5.00E+05,Married,HighSch,Male,46,0,0,1895,1086,1086,740,0
6889,120000,Single,HighSch,Female,50,0,0,32051,39861,10000,5000,0
6890,360000,Single,HighSch,Male,45,1,2,71195,60553,0,1399,0
6891,150000,Single,Univ,Female,47,0,0,1467,698,701,4137,0
6892,50000,Single,HighSch,Male,48,1,2,49395,50058,1776,2374,0
6893,240000,Married,HighSch,Female,50,0,0,10839,16665,10000,3500,0
6894,220000,Single,HighSch,Female,36,0,0,5564,7443,7479,5600,0
6895,180000,Single,Univ,Female,50,0,0,18314,18630,2000,2000,0
6896,360000,Single,Univ,Male,42,0,0,9780,6672,6712,11244,0
6897,470000,Married,Univ,Male,45,0,0,12281,13323,2014,3000,0
6898,330000,Married,HighSch,Male,44,0,0,1051,671,671,291,0
6899,30000,Single,Univ,Male,45,0,0,836,836,836,836,0
6900,50000,Single,Univ,Female,45,0,0,51417,48260,2054,1981,0
6901,2.00E+05,Married,HighSch,Female,48,0,0,2119,1662,1662,2482,0
6902,60000,Single,GradSch,Female,45,2,0,43533,39252,1700,1700,0
6903,230000,Married,Univ,Female,42,0,0,399,1560,1560,1046,0
6904,30000,Single,Univ,Female,41,2,2,19334,20218,1500,0,0
6905,440000,Single,HighSch,Female,44,0,0,3290,4949,4949,6020,0
6906,110000,Single,GradSch,Male,48,0,0,102274,103275,3734,3653,0
6907,2.00E+05,Single,HighSch,Male,48,0,0,1488,2493,2505,5268,0
6908,430000,Married,HighSch,Male,38,0,0,4704,9714,9723,13298,0
6909,130000,Single,HighSch,Female,47,0,0,13700,18670,10008,6196,0
6910,3.00E+05,Single,HighSch,Female,40,0,0,16094,2259,2259,0,0
6911,310000,Single,Univ,Female,46,0,0,311380,314131,11264,10979,0
6912,4.00E+05,Married,Univ,Female,45,0,0,52306,3638,3656,11713,0
6913,210000,Married,Univ,Female,45,0,0,2201,3571,3571,987,0
6914,50000,Single,Univ,Female,46,0,0,31426,23712,1655,1675,0
6915,80000,Married,Univ,Female,48,0,0,22113,21507,1600,1700,0
6916,2.00E+05,Married,Univ,Male,42,0,0,197600,200378,10265,6061,0
6917,150000,Single,HighSch,Male,48,0,0,103720,103662,5000,3000,0
6918,260000,Married,HighSch,Female,45,0,0,16995,12947,3087,33000,0
6919,1.00E+05,Single,Univ,Female,44,0,0,98349,97473,3600,3000,0
6920,240000,Married,GradSch,Female,49,1,0,-608,1966,5000,5000,0
6921,50000,Married,GradSch,Male,46,0,0,19374,17772,1346,2664,0
6922,140000,Single,Univ,Female,46,0,0,25973,53098,30000,24000,0
6923,360000,Single,HighSch,Female,47,1,0,0,0,0,0,0
6924,150000,Single,HighSch,Male,45,0,0,132684,128111,5713,12137,0
6925,160000,Married,Univ,Female,49,0,0,13512,13453,1206,1329,0
6926,240000,Married,Univ,Male,47,0,0,-9095,-30000,10000,13000,0
6927,150000,Single,Univ,Female,44,0,0,86787,89610,5120,4021,0
6928,160000,Married,HighSch,Female,51,0,0,63406,64176,2901,2348,0
6929,50000,Married,GradSch,Female,46,0,0,44742,45737,1737,1814,0
6930,1.00E+05,Single,HighSch,Male,42,0,0,3042,1427,2000,111784,0
6931,210000,Married,Univ,Male,39,0,0,186004,169351,8100,7000,0
6932,320000,Married,Univ,Female,40,0,0,396,396,396,396,0
6933,50000,Married,Univ,Male,38,0,0,48213,47750,1800,1700,0
6934,20000,Single,Univ,Male,46,0,0,14549,11292,1306,3045,0
6935,50000,Single,HighSch,Male,41,0,0,53540,53321,1066,50045,0
6936,150000,Single,HighSch,Female,53,0,0,10705,5416,1000,5162,0
6937,1.00E+05,Married,Univ,Female,43,2,2,17606,17040,0,2700,0
6938,320000,Single,HighSch,Male,41,0,0,309805,237915,15818,10049,0
6939,20000,Single,Univ,Male,46,0,0,19178,18852,2000,1500,0
6940,180000,Single,Univ,Female,47,0,0,3010,1679,1679,2027,0
6941,40000,Single,HighSch,Male,40,0,0,21651,19279,5009,5000,0
6942,20000,Married,Univ,Male,43,0,0,690,665,665,1164,0
6943,10000,Single,Univ,Male,40,0,0,5324,6509,1279,1083,0
6944,160000,Married,HighSch,Male,41,0,0,16754,44946,40453,2002,0
6945,130000,Married,Univ,Male,41,0,0,20733,14261,7261,12272,0
6946,150000,Married,GradSch,Female,49,0,0,0,0,0,500,0
6947,60000,Single,HighSch,Female,52,1,2,29649,21657,0,8000,0
6948,150000,Single,Univ,Female,39,0,0,41408,40958,2074,1926,0
6949,150000,Married,GradSch,Female,47,0,0,0,0,0,0,0
6950,150000,Married,HighSch,Female,49,0,0,6940,6200,6200,6962,0
6951,2.00E+05,Other,HighSch,Male,51,0,0,9873,-709,0,11000,0
6952,1.00E+05,Married,HighSch,Female,46,0,0,66762,68566,5000,2436,0
6953,360000,Married,Univ,Female,40,0,0,20992,40125,20000,5000,0
6954,240000,Single,HighSch,Male,44,0,0,134245,137044,4967,4916,0
6955,50000,Single,HighSch,Female,49,0,0,41003,42032,1733,1400,0
6956,80000,Other,GradSch,Female,44,0,0,36320,29106,2030,2000,0
6957,290000,Single,HighSch,Female,41,0,0,1915,6136,6151,0,0
6958,90000,Married,Univ,Female,51,0,0,76025,55440,10374,16926,0
6959,120000,Single,HighSch,Male,42,0,0,30101,31281,2000,2000,0
6960,160000,Single,HighSch,Male,47,0,0,5574,3327,3353,7916,0
6961,150000,Married,HighSch,Male,41,0,0,65627,64803,2982,2803,0
6962,20000,Married,Univ,Male,47,0,0,18490,25404,1500,2393,0
6963,40000,Single,HighSch,Female,42,0,0,20216,8851,8851,18220,0
6964,2.00E+05,Single,HighSch,Male,46,0,0,162018,121934,6000,0,0
6965,90000,Married,GradSch,Female,41,0,0,14376,15374,1278,1086,0
6966,150000,Married,GradSch,Female,40,0,0,112391,98583,5000,4000,0
6967,2.00E+05,Single,HighSch,Female,45,0,0,62574,63814,2278,2473,0
6968,280000,Single,HighSch,Male,48,0,0,164736,170564,8833,12005,0
6969,550000,Single,HighSch,Male,46,0,0,43769,38907,2018,1520,0
